AR138947;4;25;Manual 4 BON - Saberes en juego;Manual 4 BON - Saberes en juego;;;13;;AUT;9460;9460;9;19;1;;;;0;;;;9789875734302;9789875734302;;10;0;0;27,50;20,50;1,90;165,00;165,00;;;;;;TXT;;
AR138948;4;25;Manual de los saberes en juego 5 Bonaerense;Manual de los saberes en juego 5 Bonaere;;;13;;AUT;9460;9460;10;18;1;;;;0;;;;9789875734364;9789875734364;;10;0;0;27,50;20,50;2,00;165,00;165,00;;;;;;TXT;;
AR138949;4;25;Manual de los saberes en juego. 6 Primaria.Bonaerense;Manual de los saberes en juego 6 Bonaere;;;13;;AUT;9460;9460;11;19;1;;;;;;;;9789875734418;9789875734418;1;10;0;496;27,50;20,70;2,00;165,00;165,00;;;;;;TXT;;
AR138950;4;25;Biciencia SM. 4 primaria. Aprendemos. Federal;Biciencia 4 FED - Aprendemos;;;13;;AUT;9460;9460;9;18;1;;;;;;;;9789875733930;9789875733930;1;10;0;288;27,50;20,50;1,40;130,00;130,00;;;;;;TXT;;
AR138951;4;25;Biciencia SM. 5 primaria. Aprendemos. Federal;Biciencia 5 FED - Aprendemos;;;13;;AUT;9460;9460;10;;1;;;;;;;;9789875733916;9789875733916;1;10;0;296;27,50;20,50;1,50;130,00;130,00;;;;;;TXT;;
AR138952;4;25;Biciencia SM. 6 primaria. Aprendemos;Biciencia 6 Fed - Aprendemos;;;13;;AUT;9460;9460;11;;1;;;;;;;;9789875733954;9789875733954;1;12;0;320;27,50;20,50;1,50;130,00;130,00;0,00;;;;;TXT;;
AR138953;4;25;Biciencia SM. 4 primaria. Aprendemos. Bonaerense;Biciencia 4 BON - Aprendemos;;;13;;AUT;9460;9460;9;19;1;;;;;;;;9789875733459;9789875733459;1;12;0;288;27,50;20,50;1,20;130,00;130,00;0,00;;;;;TXT;;
AR138954;4;25;Biciencia SM. 5 primaria. Aprendemos. Bonaerense;Biciencia 5 BON - Aprendemos;;;13;;AUT;9460;9460;10;19;1;;;;;;;;9789875733527;9789875733527;1;10;0;288;27,50;20,50;1,20;130,00;130,00;;;;;;TXT;;
AR138955;4;25;Biciencia SM. 6 primaria. Aprendemos. Bonaerense;Biciencia 6 BON - Aprendemos;;;13;;AUT;9460;9460;11;19;1;;;;;;;;9789875733787;9789875733787;1;10;0;320;27,50;20,50;1,20;130,00;130,00;;;;;;TXT;;
AR138956;4;25;Actividades de ortografía. 4 Primaria. Reglas en juego;Reglas en juego 4;Actividades de ortografía;;13;;AUT;9460;9460;9;;2;;;;;;;;9789875734111;9789875734111;1;12;0;80;24,00;19,00;0,50;50,00;50,00;0,00;;;;;TXT;;
AR138957;4;25;Actividades de ortografía. 5 Primaria. Reglas en juego;Reglas en juego 5;Actividades de ortografía;;13;;AUT;9460;9460;10;;2;;;;;;;;9789875734098;9789875734098;1;10;0;80;24,00;19,00;0,60;50,00;50,00;;;;;;TXT;;
AR138958;4;25;Actividades de ortografía. 6 Primaria. Reglas en juego;Reglas en juego 6;Actividades de ortografía;;13;;AUT;9460;9460;11;;2;;;;;;;;9789875734128;9789875734128;1;10;0;80;24,00;19,00;0,50;50,00;50,00;;;;;;TXT;;
AR138959;4;25;Papeles de la revolución. Carpeta de trabajo Nivel 1;Papeles de la revolución. Nivel 1;;;13;;AUT;9460;9460;6;;2;;;;;;;;9789875734432;9789875734432;1;10;0;1;24,00;19,00;0,30;40,00;40,00;;;;;;TXT;;
AR138960;4;25;Formación Ética y Ciudadana 1;Formación Ética y Ciudadana 1;La dignidad como fundamento de los derechos. La igualdad y la diversidad. La libertad y la responsabilidad. La convivencia y las normas. ;;13;;AUT;9460;9460;13;18;2;;;;;;;;9789875733800;9789875733800;1;10;0;144;27,50;20,50;0,80;127,00;127,00;;;;;;TXT;;
AR138961;4;25;Educación para la ciudadanía II;Educación para la ciudadanía II;El poder y los derechos. La organización del Estado como garante de los derechos. La ciudadanía y la aprticipación política. La democracia y el desarrollo. ;;13;;AUT;9460;9460;13;;1;;;;0;;;;9789875734388;9789875734388;1;10;0;160;27,50;20,50;1,00;127,00;127,00;;;;;;TXT;;
AR138962;4;25;Educación para la ciudadanía III;Educación para la ciudadanía III;Los derechos humanos. Los derechos de la Constitución nacional y los tratados internacionales. Los mecanismos de protección de los derechos humanos. La comunidad internacional.  ;;13;;AUT;9460;9460;15;;1;;;;0;;;;9789875734579;9789875734579;1;10;0;152;27,50;20,50;1,00;127,00;127,00;;;;;;TXT;;
AR138963;4;25;FISICOQUIMICA. Estructura atómica 2010;FISICOQUIMICA. Estructura atómica;Estructura atómica. Reacciones químicas. Intercambios de energía;;13;;AUT;9460;9460;13;;1;;;;;;;;9789875733817;9789875733817;1;12;0;160;27,50;20,50;0,70;127,00;127,00;0,00;;;;;TXT;;
AR138964;4;25;Papeles de la revolución. Carpeta de trabajo Nivel 2;Papeles de la revolución. Nivel 2;;;13;;AUT;9460;9460;6;;1;;;;0;;;;9789875734449;9789875734449;1;10;0;1;24,00;19,00;0,30;40,00;40,00;;;;;;TXT;;
AR138965;4;25;Física;Física;Fuerza - Energía - Ondas;;13;;AUT;9460;9460;13;;1;;;;;;;;9789875734555;9789875734555;1;10;0;256;27,50;20,50;1,00;130,00;130,00;;;;;;TXT;;
AR138966;4;25;Química Materiales, Compuestos, Reacción;Química Materiales, Compuestos, Reaccion;Materiales - Compuestos - Reacciones;;13;;AUT,AUT,AUT,AUT,AUT,AUT;4433,4434,7202,9569,11895,12947;4433,4434,7202,9569,11895,12947;16;;1;;;;;;;;9789875734562;9789875734562;1;10;0;256;27,50;20,50;1,00;110,00;110,00;;;;;;TXT;;
AR138967;4;25;PAI Plus: Proyecto de Activación de las Inteligencias. Nivel inicial;PAI Plus Inicial;;;13;;AUT,EDI,EDI,ILU,ILU,ILU;4413,8824,10815,6573,9721,10816;4413;5;;2;;;;;;;;9789875733879;9789875733879;1;10;0;148;20,40;26,40;1,00;250,00;250,00;0,00;;;;;TXT;;
AR138968;4;25;Regional Sociales 4 Córdoba;Regional Sociales 4 Córdoba;;;13;;AUT;9460;9460;9;20;1;;;;0;;;;9789875734241;9789875734241;;12;0;0;27,50;20,50;0,30;0,00;0,00;0,00;;;;;TXT;;
AR138969;4;25;CIENCIAS SOCIALES MENDOZA;CIENCIAS SOCIALES MENDOZA;;;13;;AUT;9460;9460;9;21;1;;;;0;;;;9789875734234;9789875734234;;12;0;0;27,50;20,50;0,20;0,00;0,00;0,00;;;;;TXT;;
AR138970;4;25;CIENCIAS SOCIALES SANTA FE;CIENCIAS SOCIALES SANTA FE;;;13;;AUT;9460;9460;9;22;1;;;;0;;;;9789875734258;9789875734258;;12;0;0;27,50;20,50;0,20;0,00;0,00;0,00;;;;;TXT;;
AR138971;4;4;Hablamos de Dios. 5 años;Hablamos de Dios. 5 años;;9;13;;AUT;7407;7407;5;;1;;;;;;;;9789875734890;9789875734890;1;10;0;104;20,50;27,50;0,50;238,00;238,00;0,00;;;;;TXT;;
AR138972;4;4;Hablamos de Dios. 1 Primaria;Hablamos de Dios. 1 Primaria;;;13;;AUT;7407;7407;6;;1;;;;;;;;9789875734913;9789875734913;1;10;0;128;27,50;20,50;0,70;238,00;238,00;0,00;;;;;TXT;;
AR138973;4;4;Hablamos de Dios. 2 Primaria;Hablamos de Dios 2 - primaria;;;13;;AUT;7407;7407;7;;1;;;;;;;;9789875735569;9789875735569;1;10;0;128;27,50;20,50;0,60;238,00;238,00;0,00;;;;;TXT;;
AR138974;4;4;Hablamos de Dios. 3 Primaria;Hablamos de Dios. 3 Primaria;;9;13;;AUT;7407;7407;8;;1;;;;;;;;9789875735682;9789875735682;1;10;0;112;27,50;20,50;0,70;238,00;238,00;0,00;;;;;TXT;;
AR138975;4;4;Hablamos de Dios. 4 Primaria;Hablamos de Dios. 4 primaria;Enseñanza religiosa escolar;;13;;AUT;9460;9460;9;;1;;;;;;;;9789875734906;9789875734906;1;10;0;128;27,50;20,50;0,70;238,00;238,00;0,00;;;;;TXT;;
AR138976;4;4;Hablamos de Dios. 5 Primaria;Hablamos de Dios. 5 Primaria;Enseñanza Religiosa Escolar;;13;;AUT;9460;9460;10;;1;;;;;;;;9789875735149;9789875735149;1;10;0;128;27,50;20,50;0,50;238,00;238,00;0,00;;;;;TXT;;
AR138977;4;4;Hablamos de Dios. 6 Primaria;Hablamos de Dios 6;Enseñanza religiosa escolar;9;13;;AUT,AUT;6679,6680;6679,6680;11;;1;;;;;;;;9789875735255;9789875735255;1;10;0;128;27,50;20,50;0,60;238,00;238,00;0,00;;;;;TXT;;
AR138978;4;4;Hablamos de Dios. 1 Secundaria;HABLAMOS DE DIOS 1 SECUNDARIA;Enseñanza Religiosa Escolar;;13;;AUT;7407;7407;12;;1;;;;;;;;9789875735392;9789875735392;1;10;0;128;27,00;20,50;0,50;238,00;238,00;0,00;;;;;TXT;;
AR138979;4;4;Hablamos de Dios 2 Secundaria;Hablamos de Dios 2 Secundaria;Enseñanza Religiosa Escolar;;13;;AUT;9460;9460;13;;1;;;;0;;;;9789875736191;9789875736191;1;10;0;128;27,00;20,50;0,80;238,00;238,00;0,00;;;;;TXT;;
AR138980;4;25;Ciencias naturales. 1 Secundaria. Conecta 2.0;CIENCIAS NATURALES 1 SERIE CONECTA 2.0;;;13;;AUT;11898;11898;12;;1;;;;;;;;9789875735590;9789875735590;1;10;0;240;28,00;20,00;1,00;92,00;92,00;;;;;;TXT;;
AR138981;4;25;Matemática. 1 Secundaria. Conecta 2.0;MATEMATICA 1 SERIE CONECTA 2.0;;;13;;AUT,AUT;11870,11871;11870,11871;12;;1;;;;;;;;9789875735699;9789875735699;1;10;0;224;27,50;20,20;1,00;155,00;155,00;;;;;;TXT;;
AR138982;4;25;Papeles de la Revolución Carpeta de trabajo Mendoza;Papeles de la Revolución Carpeta de trab;;;13;;AUT;4246;4246;8;21;2;;;;;;;;9789875734722;9789875734722;1;10;0;64;24,00;19,00;0,00;32,50;32,50;;;;;;TXT;;
AR138983;4;24;El tesoro subterráneo;Tesoro Subterráneo, El;;;13;;AUT;7898;7898;9;;;373;;;;;;;9789875730014;9789875730014;1;10;1;120;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR138984;4;24;Anselmo Tobillolargo;BVA.ANSELMO TOBILLOLARGO;;;13;;AUT,ILU;7892,7905;7892;7;;;42;;;;;;;9789871098996;9789871098996;1;10;1;64;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR138985;4;24;El complot de Las Flores;Complot de las Flores, El;;;13;;AUT;6427;6427;12;;;424;;;;;;;9789871098231;9789871098231;1;10;1000;144;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR138986;4;24;El tiempo vuela;Tiempo Vuela, El;;;13;;AUT;7902;7902;9;;;424;;;;;;;9789872730468;9789872730468;1;10;0;120;19,00;12,00;1,00;32,50;32,50;;;;;;PGR;;
AR138987;4;24;El té de la princesa;BVA.Té de la princesa, El;;;13;;AUT;7893;7893;7;;;42;;;;;;;9789871098378;9789871098378;1;10;80;80;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR138988;4;24;Los Cuatro de Alera;Cuatro de Alera, Los;;;13;;AUT;7908;7908;12;;;424;;;;;;;9789871098477;9789871098477;1;10;1;208;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR138989;4;24;El príncipe Medafiaca;Principe Mediafa, El;;;13;;AUT,ILU;7904,9890;7904;5;;;333;;;;;;;9789875730199;9789875730199;1;10;1;32;19,00;15,00;0,30;210,00;210,00;0,00;;;;;PGR;;
AR138990;4;24;Roberta dibuja;ROBERTA DIBUJA;;;13;;AUT;7905;7905;5;;;333;;;;;;;9789875730182;9789875730182;1;10;1;32;19,00;15,00;1,00;210,00;210,00;0,00;;;;;PGR;;
AR138992;4;24;Simón y el pájaro Vivaldi;Simón y el pájaro Vivaldi;;;13;;AUT,AUT;7900,8204;7900,8204;9;;;373;;;;;;;9789875730212;9789875730212;1;10;1;144;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR138994;4;24;La Madre de Todas las Aguas;MADRE DE TODAS LAS AGUAS;;;13;;AUT;7908;7908;12;;;424;;;;;;;9789875730236;9789875730236;1;10;1;272;19,00;12,00;2,00;219,00;219,00;0,00;;;;;PGR;;
AR138995;4;24;Cuento con carpincho y todo;CUENTO CON CARPINCHO Y TODO;;;13;;AUT;7910;7910;12;;;424;;;;;;;9789875730359;9789875730359;1;10;1;96;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR138996;4;24;El hombrecito de la valija;BVA.Hombrecito de la Valija, El;;;13;;AUT;7894;7894;7;;;42;;;;;;;9789875730281;9789875730281;1;10;1;64;19,00;12,00;0,70;198,00;198,00;0,00;;;;;PGR;;
AR138997;4;24;La casa de los sueños;BVB.Casa de los Sueños, La;;;13;;AUT,ILU;7896,9861;7896;6;;;59;;;;;;;9789875730274;9789875730274;1;10;1;64;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR138998;4;24;La asombrosa sombra del pez limón;Asombrosa sombra del pez limón, La;;;13;;AUT,ILU;7901,8205;7901;9;;;373;;;;;;;9789875730267;9789875730267;1;10;1;80;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR138999;4;24;Historia del dragón y la princesa;BVB.Historia del Dragón y la Princesa;;;13;;AUT,ILU;4902,8210;4902;6;;;59;;;;;;;9789875730472;9789875730472;1;10;1;48;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139000;4;24;El señor Pérez va al trabajo;Señor Pérez va al trabajo, El;;;13;;AUT;7906;7906;5;;;333;;;;;;;9789875730250;9789875730250;1;10;1;32;19,00;15,00;6,00;210,00;210,00;0,00;;;;;PGR;;
AR139001;4;24;El Señor Tormenta;Señor Tormenta, El;;;13;;AUT,AUT;7907,8212;7907,8212;5;;;333;;;;;;;9789875730243;9789875730243;1;10;1;32;19,00;15,00;1,00;210,00;210,00;0,00;;;;;PGR;;
AR139002;4;24;Los cuervos de Pearblossom;Cuervos en Pearblossom, Los;;;13;;AUT,ILU;7677,8207;7677;6;;;59;;;;;;;9789875730632;9789875730632;1;10;0;56;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139003;4;24;Florinda no tiene coronita;BVA.FLORINDA NO TIENE CORONITA;;;13;;AUT;8211;8211;7;;;42;;;;;;;9789875730991;9789875730991;1;10;1;120;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139004;4;24;La noche del meteorito;Noche del Meteorito, La;;;13;;AUT;7903;7903;9;;;373;;;;;;;9789875730922;9789875730922;1;10;1;144;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139005;4;24;Dragones o pajaritos;DRAGONES O PAJARITOS;;;13;;AUT,ILU;7893,9862;7893;5;;;333;;;;;;;9789875730960;9789875730960;1;10;1;32;19,00;15,00;1,00;210,00;210,00;0,00;;;;;PGR;;
AR139006;4;24;Periquito;PERIQUITO;;;13;;AUT,ILU;8209,8208;8209;5;;;333;;;;;;;9789875730984;9789875730984;1;10;0;32;19,00;15,00;1,00;210,00;210,00;0,00;;;;;PGR;;
AR139007;4;24;El barrilete más grande del mundo;Barrilete más grande del mundo, El;;;13;;AUT,ILU;8206,7906;8206;5;;;333;;;;;;;9789875730977;9789875730977;1;10;1;32;19,00;15,00;1,00;210,00;210,00;0,00;;;;;PGR;;
AR139008;4;24;Si yo fuera un gato...;SI YO FUERA UN GATO...;;;13;;AUT,ILU;8650,8628;8650;6;;;59;;;;;;;9789875731189;9789875731189;1;10;0;48;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139009;4;24;Mamá maga;Mamá Maga;;;13;;AUT,ILU;8648,7905;8648;5;;;333;;;;;;;9789875731196;9789875731196;1;10;1;32;19,00;12,00;1,00;210,00;210,00;0,00;;;;;PGR;;
AR139010;4;24;Cuento escondido;CUENTO ESCONDIDO;;;13;;AUT,ILU;8209,9865;8209;5;;;333;;;;;;;9789875731202;9789875731202;1;10;1;32;19,00;12,00;1,00;210,00;210,00;0,00;;;;;PGR;;
AR139011;4;24;Monstruos de colección;BVA.Monstruos de Colección;;;13;;AUT,ILU;7894,9866;7894;7;;;42;;;;;;;9789875731219;9789875731219;1;10;0;72;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139012;4;24;La rosa de los vientos;Rosa de los Vientos, La;;;13;;AUT,ILU;8226,8630;8226;9;;;373;;;;;;;9789875731226;9789875731226;1;10;1;136;19,00;19,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139013;4;24;Capitán Mediavista y la Bahía de los Cangrejos Muertos;Capitán Mediavista (I);;;13;;AUT,ILU;8652,8631;8652;9;;;373;;;;;;;9789875731233;9789875731233;1;10;1;200;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139014;4;24;En la caja de herramientas;EN LA CAJA DE HERRAMIENTAS;;;13;;AUT,ILU;8649,8627;8649;6;;;59;;;;;;;9789875731240;9789875731240;1;10;1;48;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139015;4;24;Perlas de bruja;PERLAS DE BRUJA;;;13;;AUT,ILU;8653,8632;8653;9;;;373;;;;;;;9789875731257;9789875731257;1;10;1;64;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139016;4;24;Posición adelantada;Posición Adelantada;;;13;;AUT;8352;8352;12;;;424;;;;;;;9789875731264;9789875731264;1;10;0;136;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139017;4;24;Insectos al recate;BVA.INSECTOS AL RESCATE;;;13;;AUT,ILU;8651,8629;8651;7;;;42;;;;;;;9789875731882;9789875731882;1;10;1;88;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139018;4;24;El Lugar Donde Nacen las Palabras;Lugar donde Nacen las Palabras, El;;;13;;AUT;7908;7908;12;;;424;;;;;;;9789875731950;9789875731950;1;10;1;296;19,00;12,00;2,00;219,00;219,00;0,00;;;;;PGR;;
AR139019;4;24;¡Vos me prometiste!;VOS ME PROMETISTE!;;;13;;AUT,ILU;2318,2825;2318;6;;;59;;;;5;;;9789875731875;9789875731875;1;10;1;64;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139020;4;24;Un tren hacia. Ya casi casi es Navidad;UN TREN HACIA YA CASI ES NAVIDAD;;;13;;AUT;7901;7901;9;;;373;;;;;;;9789875731899;9789875731899;1;10;1;128;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139021;4;24;Las tres dudas del bicho colorado;Tres Dudas del Bicho Colorado, Las;;;13;;AUT;4902;4902;6;;;59;;;;;;;9789875731912;9789875731912;1;10;1000;48;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139023;4;24;Noches siniestras en Mar del Plata;NOCHES SINIESTRAS EN MAR DEL PLATA;;;13;;AUT;7898;7898;12;;;424;;;;;;;9789875732087;9789875732087;1;10;0;88;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139025;4;24;Cayó la noche;Cayó la Noche;;;13;;AUT,ILU;9891,9892;9891;6;;;59;;;;;;;9789875732360;9789875732360;1;10;0;48;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139026;4;24;Juana, ¿dónde estás?;Juana Donde Estas;;;13;;AUT,ILU;8648,7905;8648;6;;;59;;;;;;;9789875733152;9789875733152;1;10;1;48;19,10;12,20;0,50;198,00;198,00;0,00;;;;;PGR;;
AR139027;4;24;Mundo Bilina;MUNDO BILINA;;;13;;AUT;9243;9243;12;;;424;;;;;;;9789875731936;9789875731936;1;10;1;104;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139028;4;24;La mochila de Uki;Mochila de Uki, La;;;13;;AUT,ILU;9863,9864;9863;5;;;333;;;;;;;9789875733084;9789875733084;1;10;1;32;19,00;15,00;0,50;210,00;210,00;0,00;;;;;PGR;;
AR139029;4;24;Hay una hormiga en el baño;HAY UNA HORMIGA EN EL BAÑO;;;13;;AUT,ILU;9934,9935;9934;5;;;333;;;;;;;9789875733107;9789875733107;1;10;0;32;19,00;15,00;0,40;210,00;210,00;0,00;;;;;PGR;;
AR139030;4;24;Perros de nadie;PERROS DE NADIE;;;13;;AUT;7034;7034;13;;;499;;;;;;;9789875731998;9789875731998;1;10;0;112;21,00;13,00;1,00;239,00;239,00;0,00;;;;;PGR;;
AR139032;4;24;Campos de fresas;CAMPOS DE FRESA;;;13;;AUT;2469;2469;14;;;499;;;;3;;;9789875732223;9789875732223;1;10;0;176;21,00;13,00;1,10;239,00;239,00;0,00;;;;;PGR;;
AR139033;4;24;El domador de monstruos;Domador de Monstruos, El;;;13;;AUT,ILU,TRA;4007,2567,5339;4007;6;;;59;;;;6;;;9789875732766;9789875732766;1;10;0;64;19,10;12,00;0,60;198,00;198,00;0,00;;;;;PGR;;
AR139034;4;24;Abel regala soles;ABEL REGALA SOLES;;;13;;AUT;4811;4811;5;;;333;;;;4;;;9789875732780;9789875732780;1;10;0;32;19,00;15,00;0,40;210,00;210,00;0,00;;;;;PGR;;
AR139035;4;24;Sin los ojos;SIN LOS OJOS;;;13;;AUT,ILU;7034,2437;7034;9;;;373;;;;3;;;9789875732797;9789875732797;1;10;0;96;19,10;12,00;0,60;219,00;219,00;0,00;;;;;PGR;;
AR139036;4;24;Si tenés un papá mago...;Si tenés un Papá Mago;;;13;;AUT,ILU;2318,7700;2318;6;;;59;;;;3;;;9789875732803;9789875732803;1;10;1;64;19,10;12,00;0,60;198,00;198,00;0,00;;;;;PGR;;
AR139037;4;24;La bruja Mon;Bruja Mon, La;;;13;;AUT,ILU;2725,2863;2725;6;;;59;;;;6;;;9789875732773;9789875732773;1;10;0;64;19,10;12,00;0,60;198,00;198,00;0,00;;;;;PGR;;
AR139038;4;24;El otro lado de la grieta;OTRO LADO DE LA GRIETA, EL;;;13;;AUT,AUT,ILU;7908,8631,10005;7908,8631;12;;;424;;;;;;;9789875733183;9789875733183;1;10;1;264;19,00;12,00;1,70;219,00;219,00;0,00;;;;;PGR;;
AR139039;4;24;El rock de la princesa ;BVA.Rock de la Princesa El;;;13;;AUT;7893;7893;7;;;42;;;;;;;9789875733169;9789875733169;1;10;1;104;19,00;12,00;1,10;198,00;198,00;0,00;;;;;PGR;;
AR139040;4;24;La leyenda de Los Invencibles;Leyenda de los Invensibles, La;;;13;;AUT,ILU;10003,10004;10003;9;;;373;;;;;;;9789875733206;9789875733206;1;10;1;104;19,00;12,00;0,70;219,00;219,00;0,00;;;;;PGR;;
AR139041;4;24;La canción del bicho colorado;Canción del Bicho Colorado, La;;;13;;AUT,ILU;4902,8205;4902;6;;;59;;;;;;;9789875733145;9789875733145;1;10;1;48;19,00;12,00;0,50;198,00;198,00;0,00;;;;;PGR;;
AR139043;4;24;Diario de un escritor;DIARIO DE UN ESCRITOR;;;13;;AUT,ILU;10006,10007;10006;12;;;424;;;;;;;9789875733176;9789875733176;1;10;1000;112;19,00;12,00;0,70;219,00;219,00;0,00;;;;;PGR;;
AR139044;4;24;Peligro de Extinción;Peligro de Extinción;;;13;;AUT;12935;12935;12;;;424;;;;;;;9789875733190;9789875733190;1;10;1;88;19,00;12,00;0,50;219,00;219,00;0,00;;;;;PGR;;
AR139045;4;24;Amalia, Amelia, Emilia;BVA.Amalia, Amelia, Emilia;;;13;;AUT,ILU;2034,2563;2034;7;;;42;;;;4;;;9789875733367;9789875733367;1;10;0;88;19,00;12,00;1,00;198,00;198,00;0,00;;;;;PGR;;
AR139046;4;24;La tierra de las papas;Tierra de las Papas, La (Argentino);;;13;;AUT;2690;2690;12;;;424;;;;3;;;9789875733350;9789875733350;1;10;0;136;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139048;4;24;Secretos en un dedal;BVA.SECRETOS EN UN DEDAL;;;13;;AUT,AUT;4811,8209;4811,8209;7;;;42;;;;;;;9789875733374;9789875733374;1;10;1000;48;19,00;12,00;0,50;198,00;198,00;0,00;;;;;PGR;;
AR139050;4;24;La muralla;BVA.MURALLA, LA;;;13;;AUT,ILU;10002,9106;10002;7;;;42;;;;;;;9789875733978;9789875733978;1;10;1;48;19,00;12,00;0,50;198,00;198,00;0,00;;;;;PGR;;
AR139052;4;24;La memoría de los Seres Perdidos;La memoría de los Seres Perdidos;;;13;;AUT;2469;2469;13;;;499;;;;;;;9789875733541;9789875733541;1;10;0;204;21,00;13,00;1,20;239,00;239,00;0,00;;;;;PGR;;
AR139053;4;24;Conejos de etiqueta;CONEJOS DE ETIQUETA;;;13;;AUT,ILU;2318,2825;2318;6;;;59;;;;5;;;9789875733633;9789875733633;1;10;1;64;19,00;12,00;0,70;198,00;198,00;0,00;;;;;PGR;;
AR139054;4;24;Morris, Quiero una Pesadilla!;Morris, Quiero una Pesadilla!;;;13;;AUT,ILU,PER;2318,6910,10210;2318;6;;;59;26;;;6;;;9789875733640;9789875733640;1;10;1000;64;19,00;12,00;0,70;198,00;198,00;0,00;;;;;PGR;;
AR139055;4;24;Morris, es mi cumpleaños;MORRIS, ES MI CUMPLEAÑOS!;;;13;;AUT,ILU,PER;2318,6910,10210;2318;6;;;59;26;;;6;;;9789875733657;9789875733657;1;10;0;56;19,00;12,00;0,60;198,00;198,00;0,00;;;;;PGR;;
AR139056;4;24;Café solo;Café solo;;;13;;AUT,ILU;6427,2430;6427;12;;;424;;;;6;;;9789875733664;9789875733664;1;10;1;120;19,00;12,00;0,70;219,00;219,00;0,00;;;;;PGR;;
AR139057;4;24;Finis Mundi;Finis Mundi;;;13;;AUT,ILU,ILU;2536,8743,10672;2536;12;;;424;;;;5;;;9789875733671;9789875733671;1;10;0;232;19,00;12,00;1,40;219,00;219,00;0,00;;;;;PGR;;
AR139058;4;24;El diamante oscuro;El diamante oscuro;;;13;;AUT;6427;6427;14;;;499;;;;5;;;9789875733688;9789875733688;1;10;1;304;21,00;13,00;1,70;239,00;239,00;0,00;;;;;PGR;;
AR139059;4;24;La obra;OBRA, LA;;;13;;AUT,ILU;8469,2447;8469;9;;;373;;;;3;;;9789875733695;9789875733695;1;10;1;104;19,00;12,00;0,60;219,00;219,00;0,00;;;;;PGR;;
AR139060;4;24;Cinco Panes de Cebada;Cinco Panes de Cebada;;;13;;AUT;2551;2551;14;;;499;;;;3;;;9789875733701;9789875733701;1;10;0;160;22,00;13,00;1,00;239,00;239,00;0,00;;;;;PGR;;
AR139061;4;24;Querida Susi, querido Paul;BVA.Querida Susi, querido Paul;;;13;;AUT,ILU,TRA;2176,2177,2606;2176;7;;;42;;;;3;;;9789875734548;9789875734548;1;10;0;64;19,00;12,00;0,60;198,00;198,00;0,00;;;;;PGR;;
AR139062;4;24;Diario secreto de Susi, diario secreto de Paul;Diario Secreto de Susi;;;13;;AUT,ILU,TRA;2176,2177,2606;2176;9;;;373;;;;3;;;9789875733732;9789875733732;1;10;0;125;19,00;12,00;1,00;219,00;219,00;0,00;;;;;PGR;;
AR139063;4;24;Los escarabajos vuelan al Atardacer;Los escarabajos vuelan al Atardacer;;;13;;AUT;3266;3266;13;;;499;;;;5;;;9789875733756;9789875733756;1;10;0;312;21,00;13,00;1,90;239,00;239,00;0,00;;;;;PGR;;
AR139064;4;24;Las ballenas cautivas;Ballenas Cautivas, Las;;;13;;AUT,ILU;2146,2268;2146;9;;;373;;;;3;;;9789875733770;9789875733770;1;10;0;96;19,00;12,00;0,60;219,00;219,00;0,00;;;;;PGR;;
AR139065;4;24;Así, así, asá;Así, así, asá;;;13;;AUT;8209;8209;5;;;59;;;;;;;9789875734630;9789875734630;1;10;1000;48;19,00;12,00;0,60;198,00;198,00;0,00;;;;;PGR;;
