AR123773;4;4;El Señor Resucitado y María Magdalena;SA.162 EL SEÑOR RESUCITADO Y MARIA MAGDA;Treinta sonetos de amor y el evangelio de San Juan;;13;;AUT;
AR123774;4;4;Gente por Jesús;SA.167 GENTE POR JESUS;Correspondencia entre Francisco J. Castro Miramontes y Antonio García Rubio;;13;;AUT,AUT,PRO;
AR123808;4;4;Encontrarse es todo;PA.32 ENCONTRARSE ES TODO;;;13;;AUT;
AR123814;4;4;La conversión misionera de la catequesis;DJ.11 LA CONVERSION MISIONERA DE LA CATE;Relación entre fe y primer anuncio en Europa;;13;;AUT;
AR123815;4;4;El primer anuncio. El eslabón perdido;DJ.13 EL PRIMER ANUNCIO;Cuadernos AECA (3);;13;;AUT;
AR124579;4;4;Esta noche en casa: más reflexiones sobre la parábola del hijo pródigo;SA.166 ESTA NOCHE EN CASA;Más reflexiones sobre la parábola del hijo pródigo;;13;;AUT,EDI,TRA;
AR124583;4;4;Soy mayor;PA.31 SOY MAYOR;Reflexiones para compartir (ahora que tengo tiempo);;13;;AUT;
AR124642;4;24;El teatro de las hadas;EL TEATRO DE LAS HADAS;;;13;;AUT,ILU,TRA;
AR124957;4;4;De la fe maltratada a la fe bien tratada;DJ.12 DE LA FE MALTRATADA A LA FE BIEN T;;;13;;AUT;
AR124959;4;24;Blancanieves;BLANCANIEVES-LIBRO TEATRO;;;13;;AUT,TRA;
AR124980;4;24;El silencio se mueve;EL SILENCIO SE MUEVE;;;13;;AUT;
AR125354;4;24;Semillas del canto: mujeres latinoamericanas en la poesía;Semillas del canto: mujeres latinoameric;;;13;;AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,AUT,ILU,ILU,ILU,ILU,ILU,ILU,ILU;
AR125619;4;24;Octubre, un crimen;OCTUBRE, UN CRIMEN;;;13;;AUT;
AR125820;4;6;Protagonistas A1. Guía didáctica [Internacional];GUIA PROTAGONISTAS A1 09;;;13;;AUT,AUT,AUT,AUT,COL;
AR125823;4;6;Protagonistas A2. Guía didáctica [Internacional];GUIA PROTAGONISTAS A2 09;;;13;;AUT,AUT,AUT,AUT,COL;
AR126209;4;4;El cáncer me ha dado la vida;SA.164 EL CANCER ME HA DADO LA;;;13;;AUT;
AR126794;4;24;Una luna junto a la laguna;BVB. UNA LUNA JUNTO A LA LAGUNA;;;13;;AUT,ILU;
AR126812;4;24;El tiempo vuela;BVN. EL TIEMPO VUELA;;;13;;AUT;
AR126971;4;24;Temblor;TEMBLOR;;;13;;AUT,TRA,TRA;
AR127085;4;24;Las tormentas;LAS TORMENTAS;;;13;;AUT;
AR127130;4;24;¡Qué cosas!;QUE COSAS;;;13;;AUT,AUT,PRO,TRA;
AR128088;4;24;Emily the Strange: Cada vez más extraña;EMILY THE STRANGE II.CADA VEZ MAS EXTRAÑ;;;13;;AUT,AUT,ILU,ILU,TRA;
AR128089;4;24;Emily the Strange: Tiempos oscuros;EMILY THE STRANGE III.TIEMPOS OSCUROS;;;13;;AUT,AUT,ILU,TRA;
AR128189;4;24;Bel. Amor más allá de la muerte (sin CD);BEL:AMOR MAS ALLA DE LA MUERTE(SIN CD);;;13;;AUT;
AR128283;4;24;A Lupe le gustan las fiestas;GL.A LUPE LE GUSTAN LAS FIESTAS;;;13;;AUT,ILU,TRA;
AR128284;4;24;A Lupe le gusta leer;GL.A LUPE LE GUSTA LEER;;;13;;AUT,ILU,TRA;
AR128576;4;4;Confesiones de un cura rural;SA.168 CONFESIONES DE UN CURA;O vivir la alegría de ser Iglesia de Dios;;13;;AUT,PRO;
AR128711;4;4;La hendidura de la roca;SA.169 LA HENDIDURA DE LA ROCA;Variaciones sobre el Cantar de los Cantares;;13;;AUT;
AR128853;4;24;Dos velas para el diablo;DOS VELAS PARA EL DIABLO;;;13;;AUT;
AR128854;4;24;Proyecto Amanda: Invisible;PAM.1 INVISIBLE;;;13;;AUT,TRA;
AR129044;4;24;Gran diccionario de autores latinoamericanos de literatura infantil y juvenil;DICC DE AUTORES LATINOAMERICANOS LIT;;;13;;AUT;
AR129117;4;4;Humanizar el sufrimiento y el morir;PA.34 HUMANIZAR EL SUFRIMIENTO Y EL;Perspectiva bioética y pastoral;;13;;AUT;
AR129118;4;4;Gracia y gloria;PA.GRACIA Y GLORIA;Reclamos del corazón en los tiempos de Dios;;13;;AUT;
AR129120;4;4;El catecumenado de adultos;DJ.17 EL CATECUMENADO DE ADULTOS;Catequesis para una fe adulta;;13;;AUT;
AR129121;4;4;La familia, ¿lugar de educación en la fe?;DJ.14 LA FAMILIA.¿LUGAR DE EDUCAC;;;13;;AUT,PRO;
AR130596;4;24;Educación, valores y ciudadanía: metas educativas 2021;FSM. Educación, valores y ciudadanía;;;13;;AUT;
AR130724;4;24;Rafaela;BVR. RAFAELA;;;13;;AUT;
AR130736;4;24;¡Atajala, Pedro!;BVA. ATAJALA PEDRO;;;13;;AUT,ILU;
AR131302;4;24;Rastro;RASTRO;;;13;;AUT;
AR131783;4;6;PANORAMA 1. Recursos interactivos para el aprendizaje del español;ELE-CD.PANORAMA 1.BANCO DE IMAGENES;Recursos interactivos para el aprendizaje del español. A1-A2;;13;;AUT,COL,COL;
AR131792;4;4;Dame, Señor, tu mirada;SA.DAME,SEÑOR,TU MIRADA;Reflexiones bíblicas sobre la vida cristiana;;13;;AUT,TRA;
AR131794;4;4;Iglesia, campo de misión;DJ.16 IGLESIA CAMPO DE MISION;;;13;;AUT;
AR131923;4;24;Aladino;ALADINO;;;13;;AUT,ILU,TRA;
AR132086;4;24;Proyecto Amanda: Desde ninguna parte;PAM.2 DESDE NINGUNA PARTE;;;13;;AUT,AUT,TRA;
AR132524;4;4;Las mujeres de la Biblia;SA.176 LAS MUJERES DE LA BIBLIA;;;13;;AUT,TRA;
AR132600;4;24;Cielo rojo;CIELO ROJO;;;13;;AUT;
AR132873;4;24;El espejo africano;El espejo africano;;;13;;AUT,ILU;
AR132874;4;24;Encuentro con Flo;Encuentro con Flo;;;13;;AUT,ILU;
AR132927;4;4;Celebraciones en torno a los difuntos: Despedida, tanatorio, entierro, funerales;PAP.19 CELEBRACIONES EN TORNO A LOS DIFU;Despedida, tanatorio, entierro, funerales;;13;;AUT;
AR132984;4;24;La princesa Noche Resplandeciente;LA PRINCESA NOCHE RESPLANDECIENTE;;;13;;AUT,ILU;
AR133001;4;24;Siempre;SIEMPRE;;;13;;AUT,TRA;
AR133003;4;24;Los cien mitos griegos de Ático el contador de historias;LOS 100 MITOS GRIEGOS DE ATICO EL CONTAD;;;13;;AUT,ILU;
AR133005;4;24;El prohibido libro bondadoso;EL PROHIBIDO LIBRO BONDADOSO;;;13;;AUT,ILU,TRA;
AR133040;4;4;Biblia de América. Manual;BIBLIA AMERICA MANUAL;;;13;;AUT;
AR133041;4;4;Biblia de América. Letra Grande [Cartoné];BIBLIA AMERICA LETRA GRANDE;;;13;;AUT;
AR133042;4;4;Biblia de América. Popular;BIBLIA DE AMERICA POPULAR;;;13;;AUT;
AR133043;4;4;Biblia de América. Popular [Primera Comunión, Nacarada];BIBLIA AMERICA MI PRIMERA COMUNION ;;;13;;AUT;
AR133141;4;4;Celebraciones de Primera Comunión;PAP.CELEBRACIONES DE PRIMERA COMUNION;50 celebraciones eucarísticas y 10 encuentros con padres;;13;;AUT;
AR133434;4;24;Otra forma de vida;Otra forma de vida;;;13;;AUT;
AR133435;4;24;Es tan difícil volver a Itaca;Es tan difícil volver a Itaca;;;13;;AUT;
AR133436;4;24;¿Qué esconde Demetrio Latov?;¿Qué esconde Demetrio Latov?;;;13;;AUT;
AR133526;4;4;Meditaciones sobre la oración;SA.174 MEDITACIONES SOBRE LA ORACION;Confesiones de un viejo cardenal;;13;;AUT,TRA,TRA;
AR133533;4;4;La dimensión narrativa de la catequesis;DJ.18 LA DIMENSION NARRATIVA DE LA CATEQ;;;13;;AUT;
AR133684;4;6;ELE. Catálogo  2011 - 2012;CATALOGO ELE 11/12;;;13;;;
AR133730;4;4;Resiliencia;PA.35 RESILIENCIA;Una mirada humanizadora al sufrimiento;;13;;AUT;
AR133830;4;4;Francisco de Asís y los marginados;FA. 9 FRANCISCO DE ASIS Y LOS MARGINADOS;;;13;;AUT;
AR134353;4;40;Comet 3. Primary. Pupil's Book;3EP.COMET PUPIL'S BOOK 11;;;12;12;AUT,AUT,AUT;
